Length of author name,Length of author email,Length of commit message,Number of tokens in commit message
15,25,1509,229
15,25,210,38
15,25,1387,211
13,23,37,5
13,23,35,5
4,43,41,7
14,19,35,5
14,19,86,12
13,17,766,137
20,10,87,15
13,16,30,4
13,23,24,4
13,23,26,5
13,23,20,3
14,19,288,47
13,16,50,8
14,47,35,6
13,16,17,3
11,43,176,27
14,19,158,27
11,43,182,28
11,43,68,14
5,14,62,5
20,10,59,10
14,47,40,5
13,16,34,6
11,43,1709,279
13,23,20,3
13,23,43,9
11,43,467,82
13,26,1428,271
14,47,557,82
13,23,43,9
14,47,34,5
13,23,37,7
13,23,13,2
20,10,43,9
14,47,96,16
14,19,144,25
14,19,50,9
14,42,779,121
14,47,27,4
14,19,57,9
6,16,37,6
6,16,27,5
14,18,18,3
10,25,14,3
15,49,557,78
7,17,21,4
7,17,38,4
10,25,16,3
10,25,45,6
10,25,33,6
10,25,50,9
12,37,44,7
13,20,59,11
17,16,22,3
17,16,49,9
17,16,48,7
17,16,38,7
17,16,5,1
6,16,8,3
17,16,16,3
17,16,37,5
17,16,19,3
17,16,42,10
7,26,90,8
17,16,35,6
17,16,30,5
17,16,11,2
17,16,5,1
17,16,230,51
17,16,34,3
17,16,97,17
7,19,58,10
17,16,18,3
6,16,17,3
17,16,133,21
6,16,25,4
17,16,34,6
6,16,233,39
17,16,18,2
17,16,50,9
17,16,47,8
17,16,86,17
17,16,42,7
17,16,14,2
17,16,50,8
6,16,9,3
17,16,8,2
17,16,10,2
17,16,58,10
6,16,34,6
6,16,13,2
17,16,42,5
17,16,8,1
17,16,104,20
17,16,24,5
17,16,20,3
17,16,18,3
6,16,12,1
17,16,5,1
17,16,27,3
17,16,39,8
6,16,18,2
17,16,89,16
17,16,17,2
6,16,34,6
17,16,60,12
17,16,144,26
17,16,9,3
17,16,63,14
6,16,81,18
17,16,38,7
17,16,37,5
17,16,67,22
17,16,40,8
6,16,19,2
17,16,112,21
17,16,18,3
6,16,13,1
17,16,24,3
17,16,15,3
17,16,34,6
17,16,15,2
17,16,47,8
17,16,29,7
17,16,70,12
17,16,42,6
6,16,27,4
17,16,29,5
17,16,63,11
17,16,127,22
17,16,58,10
17,16,31,4
24,18,59,16
14,18,38,10
14,18,44,11
14,18,51,15
24,27,53,17
24,18,45,13
24,27,68,19
6,21,163,31
24,27,69,21
24,18,125,28
10,24,153,37
14,18,32,10
24,27,64,18
24,27,69,18
24,18,61,19
24,27,55,13
14,18,49,10
13,47,447,82
24,18,47,13
24,27,121,25
24,18,63,16
24,27,63,19
4,12,617,113
24,18,43,12
14,18,197,36
24,18,80,16
14,18,44,11
24,27,57,19
24,18,42,12
24,27,53,16
14,18,114,20
14,18,50,13
24,27,57,15
24,27,173,40
24,27,54,17
24,18,77,18
24,27,41,14
24,27,63,17
24,18,76,19
24,27,74,20
10,24,155,39
24,18,63,14
14,18,197,36
24,18,42,13
18,28,16,3
15,25,193,37
4,18,44,9
4,18,71,10
4,18,224,38
4,18,9,2
4,18,17,3
4,18,10,2
4,18,19,3
4,18,26,3
9,16,324,60
10,17,132,19
12,13,592,106
13,18,114,19
12,19,113,20
13,21,215,34
5,16,102,19
13,22,151,28
12,19,293,53
14,18,87,15
13,21,451,79
10,17,2151,348
14,18,205,35
12,13,100,18
10,17,302,54
12,13,103,19
14,16,225,45
12,19,40,6
12,13,475,84
13,21,394,72
12,16,68,14
12,19,127,21
12,19,169,27
12,19,263,49
12,13,84,17
14,18,253,47
12,19,274,49
13,26,2491,385
14,16,301,63
12,40,205,46
12,13,205,42
13,22,105,16
15,27,78,14
11,28,925,165
15,27,1922,361
14,26,64,13
15,29,31,8
14,22,53,12
15,27,49,8
15,27,872,175
15,27,48,10
15,27,19,3
15,27,61,10
10,25,26,3
15,27,47,8
15,27,415,82
15,27,111,19
15,27,546,114
15,27,45,6
12,17,21,3
15,18,56,11
15,27,51,7
14,25,57,12
12,27,60,10
12,27,90,13
6,36,17,3
6,49,30,4
12,33,40,7
6,36,34,3
6,36,35,6
6,49,55,11
14,17,147,19
14,17,622,111
3,17,22,3
14,17,192,27
13,17,54,9
18,30,76,5
14,17,379,66
13,17,44,7
14,13,104,20
3,17,15,3
18,30,106,9
14,17,157,19
3,17,12,2
3,17,39,7
3,17,33,8
14,17,110,8
3,17,11,2
14,17,119,11
13,17,66,13
3,17,33,6
3,17,24,4
3,17,24,3
13,17,21,2
14,17,73,5
14,17,149,20
3,17,61,9
13,17,9,2
13,17,27,3
12,24,108,11
3,17,27,6
13,17,24,6
14,14,166,27
14,17,82,6
13,17,26,4
3,17,54,7
3,17,30,7
3,17,56,10
13,17,71,14
12,20,196,20
3,17,30,5
14,17,548,98
3,17,40,6
3,17,50,6
13,17,49,10
3,17,22,3
3,17,13,2
14,14,265,49
3,17,33,5
3,17,54,8
3,17,35,6
13,17,18,3
14,17,97,8
3,17,33,4
14,17,323,49
13,17,33,5
14,25,258,43
12,20,101,7
14,17,104,10
7,29,38,7
13,17,34,4
12,21,107,8
3,17,21,2
18,30,79,5
14,17,280,35
14,17,253,35
3,17,22,4
13,17,35,9
3,17,31,4
14,17,115,11
13,17,30,7
13,17,23,3
14,17,240,33
13,17,25,4
3,17,14,2
3,17,19,4
14,17,84,4
3,17,31,4
18,30,92,6
14,17,170,25
13,17,49,10
14,17,128,15
3,17,52,6
14,17,225,36
3,17,22,2
14,17,639,117
3,17,109,18
15,15,83,4
14,17,795,164
13,17,50,6
13,17,24,3
3,17,14,3
14,17,95,7
13,17,32,6
13,17,21,3
3,17,22,2
14,17,277,38
13,17,23,6
13,17,21,4
14,17,87,7
13,17,51,8
14,17,180,15
13,17,15,3
13,17,53,9
13,17,27,6
13,17,20,3
3,17,15,3
14,17,119,22
3,17,16,3
13,17,28,3
5,14,448,65
15,23,100,8
3,17,23,3
12,24,377,72
13,17,65,10
3,17,19,5
3,17,51,4
3,17,22,4
18,30,87,8
3,17,10,2
3,17,39,7
15,15,57,10
12,20,81,5
3,17,20,4
13,17,21,3
13,17,47,13
13,17,84,15
13,17,26,4
13,17,36,6
3,17,21,3
3,17,26,6
3,17,89,16
13,17,58,10
14,17,163,23
3,17,28,4
3,17,20,4
12,20,220,13
14,17,147,19
13,17,20,4
3,17,46,6
3,17,32,5
13,17,43,9
14,17,95,11
3,17,11,2
3,17,15,2
13,24,27,4
14,17,70,3
18,30,87,5
3,17,38,9
13,17,16,4
3,17,42,8
19,29,71,9
3,17,18,3
14,17,101,11
3,17,32,4
3,17,10,2
14,17,426,69
13,17,98,14
13,17,36,7
13,17,28,5
14,17,24,3
15,16,737,132
14,17,32,5
14,17,162,33
14,17,335,65
14,17,29,4
16,20,70,12
14,17,42,8
15,16,155,20
14,17,13,2
15,16,41,8
15,16,137,15
14,17,566,115
15,16,17,1
14,17,32,6
14,17,656,104
15,16,48,10
14,17,503,88
14,17,24,5
14,17,26,3
14,17,28,5
15,16,40,4
15,16,117,17
14,17,601,103
14,17,714,120
14,17,294,50
15,16,49,7
14,17,213,34
14,17,450,76
13,15,43,6
15,16,67,13
14,17,38,6
17,26,56,9
17,26,21,4
17,26,44,6
17,26,72,11
17,26,12,2
17,26,81,16
17,26,30,3
17,26,39,7
17,26,8,2
17,26,35,6
17,26,50,3
17,26,27,4
17,26,31,5
17,26,249,38
17,26,44,5
17,26,23,2
17,26,48,8
17,26,37,6
17,26,35,8
17,26,35,6
17,26,200,28
17,26,295,46
17,26,15,3
17,26,47,6
17,26,59,9
17,26,28,3
17,26,39,8
17,26,64,10
17,26,64,10
17,26,27,4
17,26,32,8
17,26,40,6
17,26,23,3
17,26,28,5
17,26,65,10
17,26,54,10
17,26,45,9
17,26,19,2
17,26,31,4
17,26,13,4
17,26,22,3
17,26,88,15
17,26,19,3
17,26,65,14
17,26,33,5
17,26,23,3
17,26,55,10
17,26,55,7
17,26,28,4
17,26,149,19
17,26,46,7
17,26,63,10
17,26,66,10
17,26,65,12
14,26,51,10
17,26,60,9
17,26,36,5
17,26,30,3
17,26,19,3
17,26,11,1
17,26,28,3
15,16,50,6
17,26,37,5
17,26,29,3
17,26,313,62
17,26,122,22
17,26,27,3
17,26,20,3
17,26,307,44
17,26,11,1
17,26,35,4
17,26,542,93
17,26,71,9
17,26,38,6
17,26,35,6
17,26,68,9
17,26,11,1
14,24,49,7
17,26,39,4
17,26,50,6
9,26,59,7
17,26,53,6
17,26,25,4
17,26,64,11
9,23,25,4
6,28,2825,468
9,23,21,4
9,23,35,6
9,23,23,4
7,44,214,24
7,44,220,26
7,44,206,24
7,44,197,24
7,44,216,26
7,44,199,24
7,44,201,24
7,44,199,24
7,44,209,26
16,22,289,48
10,17,56,11
9,21,46,8
10,20,68,11
10,17,84,23
10,17,80,18
9,21,55,7
10,17,60,8
10,17,61,12
10,17,143,27
8,17,68,9
16,17,123,25
12,25,109,14
10,17,258,43
12,25,116,25
12,25,375,71
12,25,147,22
13,20,130,23
12,25,124,21
10,17,304,53
11,43,305,50
11,43,82,17
11,43,44,7
11,43,44,8
11,43,24,4
22,13,13,2
13,18,14,2
22,16,14,2
13,16,15,2
13,18,14,2
13,18,13,2
13,18,13,2
12,13,14,2
12,13,13,2
12,13,13,2
13,18,14,2
13,18,13,2
13,18,14,2
16,26,761,141
14,18,22,3
21,21,38,6
14,18,25,2
16,26,1636,269
16,26,409,64
14,18,30,6
16,26,83,16
15,18,73,10
19,28,53,10
16,20,33,6
11,25,76,13
16,25,64,8
14,24,76,11
14,24,75,12
16,26,81,10
19,33,47,7
13,23,36,4
15,18,56,7
13,23,56,10
17,19,79,11
16,20,58,11
11,20,72,16
12,22,50,6
13,17,356,66
19,33,39,4
14,24,68,10
12,21,83,12
15,18,37,8
15,18,30,6
16,26,368,74
19,33,46,8
15,18,68,9
9,19,53,8
18,14,73,12
12,22,60,8
5,18,26,4
19,29,47,7
16,26,72,12
13,23,50,8
15,19,11,2
14,24,55,12
18,14,30,5
19,33,35,4
13,23,71,14
19,33,70,11
17,20,40,4
13,22,170,17
15,18,89,17
13,17,43,6
15,24,79,12
16,18,66,13
11,21,118,20
19,33,60,6
12,21,49,7
17,16,26,3
14,24,56,8
13,23,83,12
14,24,68,9
14,24,75,15
14,23,65,9
10,19,72,7
16,20,30,6
11,21,84,12
19,28,82,13
13,17,78,15
14,24,80,10
13,28,65,4
16,26,81,13
13,23,57,10
14,24,129,19
12,21,48,7
14,24,26,4
16,26,501,98
8,18,14,2
6,23,66,9
14,18,41,6
6,17,50,8
13,17,63,12
14,24,100,14
19,28,55,12
13,17,1766,283
16,26,69,12
11,21,67,9
16,26,56,8
13,17,24,5
16,26,67,13
16,26,8,2
19,33,340,54
16,26,118,20
13,17,35,7
15,18,57,9
13,17,38,5
16,26,42,7
16,26,32,5
19,20,54,12
16,20,42,8
11,21,89,17
14,24,67,10
19,33,46,6
19,28,61,13
16,20,39,5
19,33,46,8
14,17,39,7
16,26,526,100
19,33,44,7
13,17,50,5
14,24,51,9
14,24,49,8
15,25,22,4
16,23,62,10
13,23,81,15
16,20,95,17
16,26,61,9
19,29,91,16
9,19,58,7
13,23,50,7
17,29,31,4
16,20,26,6
19,29,50,7
14,17,41,7
19,33,246,40
16,26,71,13
14,17,67,9
14,22,39,6
11,21,74,15
12,15,57,8
15,24,78,12
19,31,41,8
15,18,158,32
13,23,35,6
11,21,47,6
15,25,39,7
16,26,27,6
14,24,110,21
16,26,24,4
15,18,69,14
16,26,37,7
13,28,58,8
14,18,34,5
18,14,49,5
12,20,35,6
12,20,171,26
14,24,82,12
14,24,92,13
15,23,38,6
14,24,41,7
11,20,66,10
18,28,63,5
19,33,42,6
19,33,52,6
11,21,41,8
11,21,144,27
19,33,42,5
14,24,93,18
7,20,35,6
15,25,69,9
4,15,244,32
14,18,49,9
16,20,109,17
14,24,62,11
11,21,155,24
14,18,69,12
14,24,81,15
16,26,196,37
8,26,63,4
16,18,38,7
15,18,83,14
12,22,47,8
14,24,105,14
14,24,29,6
9,19,68,11
11,21,47,7
20,26,65,9
14,24,82,14
14,17,81,16
11,21,44,7
14,24,140,23
15,24,62,9
15,18,112,17
14,24,76,13
14,24,73,9
13,23,83,16
16,20,62,10
12,22,58,8
16,26,103,14
21,21,78,13
16,20,26,4
8,18,83,10
12,26,73,10
19,33,42,5
15,23,142,24
14,23,73,13
11,21,28,6
21,21,53,11
19,33,32,3
13,23,40,6
16,26,84,11
20,26,79,12
16,26,49,7
7,25,49,7
18,13,64,10
19,33,48,8
19,29,93,15
19,19,40,6
14,24,105,13
14,17,59,9
20,14,68,11
16,26,55,8
15,24,93,14
16,26,75,10
15,23,54,8
15,23,67,11
15,23,18,3
15,23,51,8
15,23,110,16
15,23,22,3
15,23,89,15
15,23,29,5
17,32,55,10
9,16,76,13
19,22,414,68
23,41,115,20
12,19,353,59
14,19,55,9
13,16,55,12
14,21,99,18
13,16,41,10
13,20,59,8
10,20,40,6
13,16,16,4
13,20,35,6
7,19,71,16
13,16,24,5
13,20,38,7
11,17,54,11
11,7,5,1
12,24,33,6
13,16,27,4
16,34,57,13
13,16,61,12
9,16,20,5
21,16,102,16
21,16,321,59
12,27,333,65
14,18,68,12
21,16,311,59
15,17,5,1
15,17,5,1
15,17,18,3
15,17,141,23
15,17,5,1
15,17,5,1
15,17,77,14
4,17,22,3
15,17,44,7
15,17,60,9
15,17,41,6
4,17,7,1
15,17,23,5
15,17,30,4
15,17,20,5
15,17,53,8
15,17,23,5
15,17,180,36
15,17,18,2
15,17,29,4
15,17,51,11
15,17,115,19
15,17,25,5
15,17,50,11
15,17,5,1
15,17,8,1
15,17,95,12
15,17,46,8
4,17,7,1
15,17,15,2
15,17,44,11
15,17,53,9
15,17,5,1
15,17,23,5
15,17,5,1
15,17,17,2
15,17,28,4
15,17,72,13
15,17,23,3
4,17,32,4
15,17,91,14
7,16,27,5
8,18,102,13
8,17,37,5
7,16,317,54
16,16,358,63
7,18,455,77
5,39,252,41
15,32,967,163
15,32,9,1
15,32,247,48
15,20,9,1
12,22,53,12
8,22,32,5
8,36,66,17
13,22,30,5
12,21,55,10
8,22,42,7
8,22,46,7
8,36,70,15
16,34,1852,340
8,22,48,9
4,20,28,4
8,36,47,9
17,20,172,29
12,22,3602,603
8,36,139,24
16,28,74,13
12,22,34,4
19,32,321,56
17,20,61,14
4,20,12,2
8,22,20,2
10,30,94,16
17,20,48,9
15,44,647,109
16,34,282,57
10,30,50,7
8,36,62,14
16,28,281,49
13,22,27,3
4,20,12,2
13,22,91,15
8,22,45,8
12,22,15,2
16,26,270,45
9,43,230,37
8,22,13,2
8,22,54,10
18,21,307,50
8,22,46,9
12,22,63,15
8,36,485,69
8,36,128,19
12,22,198,33
8,36,22,6
12,22,238,41
8,22,66,10
8,22,36,6
16,28,72,15
9,43,162,29
11,45,452,77
12,22,50,12
8,36,99,17
12,22,61,14
8,36,118,20
8,36,33,7
12,22,54,12
8,22,36,7
8,36,62,12
8,22,53,10
12,22,52,13
16,28,246,46
16,28,25,4
10,16,22,3
12,27,52,8
10,16,14,2
14,19,337,75
13,23,46,6
11,16,12,3
14,15,56,13
10,16,12,2
11,16,27,6
14,15,49,8
5,16,88,15
14,16,90,15
10,16,8,1
15,25,85,12
10,16,35,3
10,30,53,11
14,15,1,1
11,16,62,12
14,18,298,46
13,18,60,10
14,16,12,2
14,15,27,5
11,16,26,4
11,16,38,7
10,16,18,3
10,16,8,2
11,16,46,8
12,27,9,2
5,16,35,5
14,15,34,6
10,16,9,2
10,16,48,9
10,16,14,3
10,16,27,3
14,18,135,25
11,16,26,5
10,16,11,2
14,16,18,3
10,16,47,7
10,16,13,2
5,16,44,6
10,16,10,3
14,15,40,4
11,16,24,4
10,16,22,2
10,19,25,6
14,20,49,9
11,20,45,6
11,16,31,5
14,15,157,33
10,16,39,7
12,27,40,7
10,16,12,2
14,18,1153,243
10,16,13,2
14,24,571,119
14,15,240,42
16,20,54,11
10,16,24,3
10,16,12,3
11,16,20,8
13,20,55,13
14,15,81,17
10,16,15,2
11,16,31,6
10,16,24,4
11,16,30,5
10,16,15,2
14,18,50,8
10,16,17,3
10,16,23,5
14,15,28,6
10,16,17,4
10,16,19,4
10,16,8,1
14,18,46,6
11,21,48,8
12,22,35,5
14,44,51,10
14,44,152,25
14,44,69,10
14,44,188,40
14,44,85,15
14,44,36,8
14,44,142,22
11,45,26,4
14,44,21,6
8,15,41,10
14,44,67,13
7,17,90,17
14,44,194,35
12,24,33,3
14,44,90,14
12,24,37,5
14,44,35,6
7,17,113,22
14,44,101,19
11,45,36,6
14,44,226,43
14,44,70,11
14,44,153,27
11,45,22,3
14,44,220,42
14,44,83,19
11,45,68,11
14,44,267,47
12,24,20,3
14,44,29,6
11,45,19,3
14,44,35,5
14,44,72,12
12,22,118,19
12,22,32,7
12,22,1160,199
13,21,85,14
12,22,293,50
11,21,88,14
17,17,666,132
12,22,150,26
7,17,7,1
10,23,25,4
11,45,34,5
10,23,14,3
12,21,768,131
5,30,929,147
12,15,279,49
5,22,54,8
12,21,180,32
9,20,198,36
12,15,178,36
11,21,64,14
9,20,453,77
5,20,38,6
12,21,59,11
12,21,184,30
13,18,25,6
12,18,111,20
13,18,308,60
13,18,638,101
12,18,81,14
12,18,76,11
9,23,404,82
12,18,104,15
7,21,437,83
12,21,133,20
13,18,98,18
12,18,55,7
13,18,36,5
12,18,116,18
12,18,46,9
13,18,50,9
13,18,46,8
13,18,412,78
13,18,150,21
13,18,44,7
13,18,597,103
12,18,90,17
13,18,52,8
12,21,117,18
12,18,125,11
12,18,121,20
13,18,139,28
7,21,268,49
12,18,183,32
13,18,447,75
13,18,63,10
13,18,354,67
12,21,288,40
12,18,158,27
13,18,305,54
12,18,54,7
13,18,100,17
12,18,307,48
13,19,25,3
12,18,102,18
13,18,44,6
13,18,26,3
13,18,148,20
13,18,640,119
13,18,40,8
12,21,198,37
12,18,113,14
12,21,129,18
12,18,134,20
9,23,154,26
10,17,169,23
22,23,89,11
12,15,227,41
10,17,663,108
15,20,150,19
10,17,137,19
14,26,572,116
14,26,886,181
14,26,205,33
14,26,329,64
15,25,246,42
14,26,31,6
11,22,4054,709
14,26,1639,307
10,13,203,36
5,15,84,14
11,19,156,28
5,15,24,3
5,15,83,13
5,15,54,9
5,15,90,17
10,19,88,15
18,29,60,11
14,28,770,142
5,15,1937,341
5,15,36,6
14,28,409,76
18,17,135,24
5,15,71,14
5,15,76,13
13,22,476,88
10,19,853,152
5,15,93,18
5,15,675,112
10,21,160,26
13,22,30,5
11,19,577,91
14,28,481,87
5,15,124,21
5,15,38,7
8,20,40,6
5,22,49,8
11,22,52,9
11,23,2144,324
15,49,23,6
8,33,39,7
3,33,20,3
8,20,29,4
11,21,36,7
5,20,45,8
3,33,53,8
11,22,92,15
8,20,11,2
11,22,129,26
8,20,11,2
8,33,27,5
11,23,97,16
11,22,60,12
5,22,19,5
5,20,15,4
8,33,34,7
6,20,324,61
6,20,44,9
8,33,51,7
3,22,181,24
11,22,59,14
5,22,158,29
11,22,25,4
5,22,27,4
11,22,111,19
5,22,35,8
5,22,32,5
5,19,79,8
11,22,49,8
5,22,141,25
3,33,36,6
11,14,43,8
8,19,56,12
14,22,37,10
11,19,1454,280
8,21,56,10
8,21,42,8
18,18,97,21
8,21,471,81
7,21,52,6
8,19,62,13
10,12,235,37
8,21,397,74
13,21,262,40
8,18,73,18
16,12,62,11
8,21,323,57
8,19,34,9
14,22,95,19
8,18,48,12
3,12,46,9
9,17,296,48
5,46,61,8
11,14,30,6
18,18,75,14
8,19,61,14
15,12,40,7
8,19,157,36
19,26,52,10
8,19,78,17
8,21,436,68
8,18,65,14
8,18,76,16
8,21,21,5
8,19,71,16
8,18,62,14
9,43,144,24
9,43,151,28
9,43,108,19
11,48,199,24
11,48,131,10
11,48,131,11
11,48,223,25
11,48,138,11
11,48,191,20
16,24,21,6
11,17,25,5
11,17,23,6
11,17,111,18
11,17,20,3
11,18,32,7
10,22,30,4
12,20,71,15
10,22,32,5
12,25,157,33
14,26,40,5
16,19,50,9
14,26,54,11
14,26,27,5
15,22,27,3
14,26,224,41
14,26,956,213
14,26,2841,582
15,22,61,6
14,26,591,119
14,26,60,9
14,26,27,6
14,26,702,124
14,26,43,6
14,26,149,24
14,26,35,7
14,26,598,112
3,15,32,4
9,19,41,5
14,26,503,79
14,26,637,135
14,26,28,5
14,26,740,133
19,31,56,9
15,22,101,12
14,26,269,48
14,26,211,37
14,26,787,138
15,22,54,6
14,26,30,5
14,26,696,130
11,22,1404,249
14,26,28,4
14,26,559,91
14,26,349,67
14,26,71,10
14,26,19,3
14,26,146,28
14,26,1279,289
14,26,863,160
14,26,433,79
3,15,28,3
15,22,54,6
14,26,210,56
14,26,22,4
14,26,214,41
15,13,29,5
14,26,973,221
14,26,49,9
3,15,19,3
14,26,554,110
14,26,2308,430
14,26,44,8
14,26,273,52
15,22,247,42
14,26,458,66
14,26,183,30
14,26,239,38
14,26,33,5
14,26,337,72
